model,year,price,mileage,tax,mpg,engineSize,model_encoded,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fuelType_Diesel,fuelType_Electric,fuelType_Hybrid,fuelType_Other,fuelType_Petrol
 Fiesta,2018,14750,12604,145.0,55.4,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,8000,16756,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2017,19000,11717,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 C-MAX,2014,6750,40621,165.0,42.8,1.6,1,0,1,0,0,0,0,0,1
 Focus,2017,11500,27000,150.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 EcoSport,2017,8799,52333,165.0,44.8,1.5,2,0,1,0,0,0,0,0,1
 Fiesta,2014,5995,58769,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Ka+,2017,7500,22867,150.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Focus,2017,9999,47311,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2014,8222,42102,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 B-MAX,2013,6899,31910,20.0,70.6,1.6,0,0,1,0,1,0,0,0,0
 Kuga,2017,16688,16735,150.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Focus,2014,8000,47911,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Ka+,2017,7495,15060,150.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2017,9823,28828,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2014,9877,58317,200.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Focus,2017,10000,49904,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2017,9998,30605,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2019,18875,1137,145.0,47.9,1.5,6,1,0,0,0,0,0,0,1
 Focus,2019,18000,5770,145.0,64.2,2.0,6,1,0,0,1,0,0,0,0
 Kuga,2018,17550,16672,145.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Fiesta,2018,13766,12983,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,10642,16364,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,10463,13811,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Edge,2019,34000,10,145.0,37.2,2.0,3,0,0,1,1,0,0,0,0
 Kuga,2014,9356,42342,145.0,53.3,2.0,13,0,1,0,1,0,0,0,0
 Galaxy,2016,22000,10637,145.0,52.3,2.0,8,0,0,1,1,0,0,0,0
 Fiesta,2018,10000,32709,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 C-MAX,2016,10450,22380,20.0,64.2,1.5,1,0,0,1,1,0,0,0,0
 Focus,2013,6900,28154,160.0,44.1,1.6,6,0,0,1,0,0,0,0,1
 Focus,2016,13240,58644,30.0,61.4,2.0,6,1,0,0,1,0,0,0,0
 Focus,2018,13195,29730,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2015,7700,11015,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2017,9600,22772,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 S-MAX,2015,14460,30981,145.0,52.3,2.0,18,1,0,0,1,0,0,0,0
 Focus,2020,16975,293,145.0,54.3,1.5,6,1,0,0,1,0,0,0,0
 Fiesta,2018,11699,36928,150.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Focus,2016,9399,14944,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Tourneo Connect,2016,13250,36145,125.0,56.6,1.5,20,1,0,0,1,0,0,0,0
 Fiesta,2017,10980,18982,150.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,7999,36987,145.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 B-MAX,2015,7250,47360,160.0,44.1,1.6,0,0,0,1,0,0,0,0,1
 Fiesta,2017,8500,45345,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2014,7250,40412,30.0,56.5,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,10500,29533,20.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,10998,12790,145.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2016,9998,19504,20.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Edge,2018,22998,9343,145.0,47.9,2.0,3,0,0,1,1,0,0,0,0
 Focus,2015,7690,46306,20.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,10990,18487,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2015,8490,48547,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2017,9990,21047,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,13990,14752,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Ka+,2017,7495,22364,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2018,8930,38151,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,11491,15341,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 B-MAX,2015,6777,30544,30.0,55.4,1.0,0,0,1,0,0,0,0,0,1
 Focus,2018,14591,37880,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2016,9999,27977,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2017,10999,22612,150.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2013,5000,56497,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Kuga,2016,14133,28896,150.0,52.3,2.0,13,0,0,1,1,0,0,0,0
 Fiesta,2017,9417,35731,150.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Focus,2018,14581,15535,145.0,80.7,1.5,6,0,1,0,1,0,0,0,0
 Mondeo,2016,9840,47219,20.0,67.3,2.0,14,0,1,0,1,0,0,0,0
 S-MAX,2015,14620,30098,125.0,43.5,2.0,18,0,1,0,1,0,0,0,0
 Focus,2016,10141,42792,20.0,70.6,2.0,6,0,1,0,1,0,0,0,0
 Kuga,2017,16190,16814,145.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Fiesta,2016,7760,38914,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,16280,7512,145.0,55.4,1.0,5,0,1,0,0,0,0,0,1
 Focus,2018,12600,35211,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2014,6991,57483,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Fiesta,2014,6991,21020,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2013,5397,80146,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Kuga,2017,15999,31065,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2014,8999,29893,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Mondeo,2017,12490,36139,145.0,64.2,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2017,12599,27776,145.0,64.2,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2017,12480,32140,145.0,64.2,2.0,14,0,1,0,1,0,0,0,0
 Fiesta,2016,8230,50784,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2015,8250,64734,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Mondeo,2017,11990,25490,145.0,67.3,2.0,14,0,1,0,1,0,0,0,0
 B-MAX,2014,7200,32318,160.0,44.1,1.6,0,0,0,1,0,0,0,0,1
 Mondeo,2016,9850,60668,0.0,78.5,1.5,14,0,1,0,1,0,0,0,0
 KA,2014,4290,45201,30.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 Fiesta,2017,8000,13369,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Grand C-MAX,2015,9797,40521,125.0,56.5,2.0,9,0,0,1,1,0,0,0,0
 B-MAX,2014,6890,29431,20.0,68.9,1.5,0,0,1,0,1,0,0,0,0
 EcoSport,2017,8890,22709,145.0,44.8,1.5,2,0,1,0,0,0,0,0,1
 Grand C-MAX,2013,7690,36270,125.0,60.1,1.6,9,0,1,0,1,0,0,0,0
 Kuga,2017,18497,13128,145.0,54.3,2.0,13,1,0,0,1,0,0,0,0
 Mondeo,2017,12890,65040,30.0,62.8,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2016,11591,29573,20.0,68.9,2.0,14,0,1,0,1,0,0,0,0
 EcoSport,2017,9990,12000,150.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 Focus,2016,8990,53500,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2016,9463,39275,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Tourneo Connect,2016,10873,56892,125.0,56.6,1.5,20,1,0,0,1,0,0,0,0
 Kuga,2017,10987,33627,30.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Ka+,2017,6968,23745,30.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2015,7995,8700,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Ka+,2017,6995,22653,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2013,7495,36700,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,8999,12850,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,8997,24046,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,11250,21666,145.0,56.5,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,10770,31306,145.0,56.5,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,7890,39876,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2016,8950,10864,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2017,9500,25887,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2017,15187,17981,20.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 Fiesta,2017,8450,29193,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2014,6700,47000,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2016,15200,15440,20.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 Kuga,2016,15512,15641,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Mondeo,2017,15822,13402,125.0,58.9,2.0,14,1,0,0,1,0,0,0,0
 Fiesta,2018,10360,39478,145.0,56.5,1.0,5,0,1,0,0,0,0,0,1
 S-MAX,2015,14950,24421,160.0,43.5,1.5,18,0,1,0,0,0,0,0,1
 EcoSport,2018,14750,7709,145.0,54.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2017,8500,13196,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2018,12090,12279,145.0,51.4,1.0,6,1,0,0,0,0,0,0,1
 Fiesta,2015,7250,19913,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2018,14480,13807,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Focus,2016,10660,18560,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 C-MAX,2014,9500,30124,165.0,50.4,2.0,1,0,0,1,1,0,0,0,0
 Focus,2017,11000,28840,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2015,8682,35938,20.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,14932,5696,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2014,10582,38547,145.0,53.3,2.0,13,0,1,0,1,0,0,0,0
 Focus,2017,15612,24421,145.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 Focus,2017,17252,15834,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Focus,2015,9362,45588,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Mondeo,2018,17122,20877,145.0,62.8,2.0,14,0,1,0,1,0,0,0,0
 Fiesta,2016,12852,12240,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Fiesta,2015,7900,27372,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,15950,3333,150.0,80.7,1.5,6,0,1,0,1,0,0,0,0
 Focus,2018,12590,29440,150.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2018,13220,9812,145.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2018,10180,12689,150.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,7990,39592,150.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,16090,5473,150.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,15410,8150,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2013,6500,71250,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Fiesta,2016,8500,15542,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2019,16350,9790,145.0,50.4,1.0,6,1,0,0,0,0,0,0,1
 Fiesta,2013,5898,42045,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2017,9499,3266,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Mondeo,2016,10260,22268,0.0,78.5,1.5,14,0,1,0,1,0,0,0,0
 Focus,2014,6590,56557,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Focus,2017,12360,15311,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Kuga,2017,12750,53033,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2018,11000,16830,145.0,56.5,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,11000,22140,145.0,56.5,1.0,5,0,1,0,0,0,0,0,1
 Focus,2015,12638,46628,20.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 Focus,2014,5290,59003,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Focus,2013,6790,34521,150.0,47.9,1.6,6,0,1,0,0,0,0,0,1
 Fiesta,2017,10410,14344,145.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Focus,2016,14950,13820,200.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 EcoSport,2019,15450,5000,145.0,58.9,1.5,2,0,1,0,1,0,0,0,0
 Edge,2018,19790,18301,145.0,48.7,2.0,3,0,1,0,1,0,0,0,0
 Focus,2016,9495,28740,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 KA,2013,4995,40289,30.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 EcoSport,2016,8995,28474,125.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 Focus,2017,10990,21554,20.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Focus,2018,17891,14384,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Focus,2019,16970,5922,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2019,16780,3075,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2017,16820,33391,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2017,10850,14698,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,16590,4720,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,8930,12397,145.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2018,9420,18332,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Fiesta,2017,7110,37374,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Fiesta,2017,6900,50380,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2014,7491,34300,0.0,76.4,1.5,5,0,1,0,1,0,0,0,0
 S-MAX,2015,14450,45003,125.0,56.5,2.0,18,0,0,1,1,0,0,0,0
 Fiesta,2015,5980,69043,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2014,7360,28000,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Ka+,2017,6790,29375,150.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2017,8240,12253,150.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Focus,2016,11330,24903,125.0,51.4,1.5,6,0,1,0,0,0,0,0,1
 Fiesta,2016,7160,40065,0.0,88.3,1.5,5,0,1,0,1,0,0,0,0
 Puma,2020,20990,2459,150.0,50.4,1.0,16,0,1,0,0,0,0,0,1
 Fiesta,2017,9270,15032,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2017,9320,14821,30.0,64.2,1.5,2,0,1,0,1,0,0,0,0
 Fiesta,2019,14730,7269,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,17520,2679,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2015,9540,77251,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2013,5850,49649,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2013,5991,53080,30.0,56.5,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2017,16720,20839,145.0,54.3,2.0,13,0,0,1,1,0,0,0,0
 Mondeo,2013,5491,75526,125.0,57.7,2.0,14,0,1,0,1,0,0,0,0
 Fiesta,2019,13140,2359,145.0,48.7,1.1,5,0,1,0,0,0,0,0,1
 Focus,2019,17350,2931,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 C-MAX,2015,6140,78329,30.0,61.4,1.6,1,0,1,0,1,0,0,0,0
 Fiesta,2017,9160,29692,145.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,16370,9717,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Focus,2019,20391,6050,145.0,51.4,1.0,6,1,0,0,0,0,0,0,1
 Focus,2017,17547,12675,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Fiesta,2018,10750,15502,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2016,15220,22607,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2013,5130,76151,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,13140,5211,145.0,48.7,1.1,5,0,1,0,0,0,0,0,1
 Focus,2019,16600,12500,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2019,12990,5744,145.0,48.7,1.1,5,0,1,0,0,0,0,0,1
 Fiesta,2016,9295,16671,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Focus,2019,19090,2480,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2019,13140,5011,145.0,48.7,1.1,5,0,1,0,0,0,0,0,1
 Ka+,2017,6930,12555,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2019,15780,9803,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,14890,11867,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,18600,10855,145.0,74.3,1.5,6,1,0,0,1,0,0,0,0
 Focus,2019,15660,8387,145.0,80.7,1.5,6,0,1,0,1,0,0,0,0
 Focus,2019,15530,16778,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 EcoSport,2018,12980,12803,145.0,48.7,1.0,2,0,0,1,0,0,0,0,1
 B-MAX,2014,5995,46012,30.0,55.4,1.0,0,0,1,0,0,0,0,0,1
 Fiesta,2014,6295,12251,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2018,13600,13144,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,8250,31956,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2016,16810,20841,200.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Focus,2019,18000,14184,145.0,45.6,1.5,6,0,1,0,0,0,0,0,1
 Focus,2018,13300,30098,145.0,80.7,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2018,11250,20186,145.0,56.5,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2017,16430,26993,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2014,5860,64834,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Ka+,2017,6990,7394,30.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Ka+,2018,7300,11534,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Ka+,2018,6870,32715,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Ka+,2018,7950,13192,145.0,54.3,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2020,17481,1352,145.0,41.5,1.0,5,0,0,1,0,0,0,0,1
 Fiesta,2017,9420,30045,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,7260,24986,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Kuga,2018,16311,27506,145.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Focus,2018,13698,12502,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2018,11998,20932,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Kuga,2017,16698,13170,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Mondeo,2017,9498,74351,20.0,68.9,2.0,14,0,1,0,1,0,0,0,0
 Kuga,2017,14498,18129,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2017,14798,38719,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2018,14490,12053,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2017,16990,9019,145.0,54.3,2.0,13,0,0,1,1,0,0,0,0
 Fiesta,2016,6298,53005,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Grand Tourneo Connect,2016,13995,30000,125.0,61.4,1.5,10,0,1,0,1,0,0,0,0
 Kuga,2018,16700,10261,145.0,54.3,1.5,13,0,1,0,1,0,0,0,0
 Focus,2017,12250,12548,145.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,12850,8764,30.0,64.2,1.5,9,0,1,0,1,0,0,0,0
 Kuga,2017,18350,6985,235.0,38.2,1.5,13,1,0,0,0,0,0,0,1
 Ka+,2017,8250,18127,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2016,9000,22740,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,9450,29926,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Ka+,2018,8550,10681,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Ka+,2018,8650,15707,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2019,11170,8237,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2015,14750,5839,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2015,6995,41385,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Kuga,2013,8995,97364,200.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2016,8899,24828,20.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2015,7430,55422,125.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 Ka+,2017,6650,16702,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Focus,2013,5750,61747,20.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 S-MAX,2016,15995,18541,125.0,56.5,2.0,18,0,1,0,1,0,0,0,0
 Focus,2013,6995,37557,30.0,56.5,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2015,7995,18209,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Ka+,2017,7995,6815,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2013,6890,14602,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2017,7690,19189,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2017,13000,22997,145.0,51.4,1.5,6,0,1,0,0,0,0,0,1
 Fiesta,2013,7400,17508,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2018,14120,17708,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2017,10187,7987,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,9000,44148,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Kuga,2017,15045,34912,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Focus,2017,13750,26275,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Ka+,2018,7600,15084,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2017,8180,10299,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Focus,2019,17190,6744,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,16770,3200,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2015,9000,52900,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2014,6999,40793,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2016,9000,24806,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2018,13500,10111,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 Focus,2016,16250,13036,200.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Mondeo,2018,17365,8500,145.0,37.2,1.5,14,1,0,0,0,0,0,0,1
 Fiesta,2018,12465,17522,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,10465,16000,150.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Focus,2018,13298,13905,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,8998,9281,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2019,15200,9791,145.0,48.7,1.0,5,0,0,1,0,0,0,0,1
 Kuga,2019,19700,1616,145.0,38.2,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2017,16350,24008,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2018,10300,26995,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Kuga,2016,15000,16242,235.0,38.2,1.5,13,1,0,0,0,0,0,0,1
 Fiesta,2017,12000,25878,0.0,57.7,1.0,5,0,0,1,0,0,0,0,1
 Fiesta,2018,10900,23079,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Mondeo,2019,19800,22,145.0,65.7,2.0,14,0,1,0,1,0,0,0,0
 C-MAX,2018,14000,5044,145.0,58.9,2.0,1,0,0,1,1,0,0,0,0
 Fiesta,2019,13130,2871,145.0,48.7,1.1,5,0,1,0,0,0,0,0,1
 Focus,2019,17520,4835,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,17520,151,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2018,16137,27331,145.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Fiesta,2015,6840,37110,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2019,16750,2053,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2014,10191,39222,145.0,53.3,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2018,20491,17152,145.0,31.0,1.5,13,1,0,0,0,0,0,0,1
 C-MAX,2017,10691,10367,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 C-MAX,2017,10490,6490,160.0,44.1,1.6,1,0,1,0,0,0,0,0,1
 Fiesta,2018,10291,14278,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
